latitude,longitude,location_area,number_of_rooms,area,rent,floor,has_elevator,has_fireplace,has_outside,sold_price,adress
59.33091151,18.00570682,Fredhäll,2,34,"2,172",2,no,,,3180000,Adlerbethsgatan 15
59.33091151,18.00570682,Fredhäll,1.5,34,"2,259",2,no,,,3240000,Adlerbethsgatan 15
59.33091151,18.00570682,Fredhäll,1,34,"2,259",3,no,no,no,3200000,Adlerbethsgatan 15
59.33091151,18.00570682,Fredhäll,2,34,"2,259",3,no,no,no,3250000,Adlerbethsgatan 15
59.33091151,18.00570682,Fredhäll,2,47,"3,078",3,no,,yes,4710000,Adlerbethsgatan 15
59.33091151,18.00570682,Fredhäll,2,45,"2,835",4,no,no,no,3400000,Adlerbethsgatan 15
59.33091151,18.00570682,Fredhäll,1.5,34,,,no,,,3100000,Adlerbethsgatan 15
59.33102597,18.00506418,Fredhäll,2,34,"2,190",1,no,no,no,3125000,Adlerbethsgatan 17
59.33102597,18.00506418,Fredhäll,2,43,"2,739",1,no,,yes,3800000,Adlerbethsgatan 17
59.33102597,18.00506418,Fredhäll,1.5,34,"2,172",2,no,no,no,3400000,Adlerbethsgatan 17
59.33102597,18.00506418,Fredhäll,2,34,"2,259",3,no,no,no,3275000,Adlerbethsgatan 17
59.3378074,18.06252341,Norrmalm,3,81,"4,718",2,yes,no,yes,9450000,Adolf Fredriks Kyrkogata 3
59.3378074,18.06252341,Norrmalm,3,81,"4,718",3,yes,,yes,9300000,Adolf Fredriks Kyrkogata 3
59.3378074,18.06252341,Norrmalm,3,92,"5,358",4,yes,,yes,10500000,Adolf Fredriks Kyrkogata 3
59.3378074,18.06252341,Norrmalm,2,53,"3,087",6,yes,no,yes,6250000,Adolf Fredriks Kyrkogata 3
59.3378074,18.06252341,Norrmalm,3,92,"5,358",7,yes,,yes,11300000,Adolf Fredriks Kyrkogata 3
59.3378074,18.06252341,Norrmalm,2.5,61,"3,553",8,yes,no,yes,7300000,Adolf Fredriks Kyrkogata 3
59.3378074,18.06252341,Norrmalm,3,81,"4,718",8,yes,no,yes,10100000,Adolf Fredriks Kyrkogata 3
59.333755,18.08755,Östermalm,2,62,,5,yes,yes,yes,10000000,Adress saknas
59.35448423,18.0963663,Hjorthagen,2,44.2,"3,723",3,no,no,no,3500000,Ahlsellvägen 10
59.35484617,18.09541158,Hjorthagen,2,44.2,"4,170",1,no,no,no,3550000,Ahlsellvägen 16
59.35486086,18.09521137,Hjorthagen,2,44.2,"3,723",1,no,no,no,3350000,Ahlsellvägen 18
59.35487924,18.09496209,Hjorthagen,2,44.2,"3,723",3,no,,,3300000,Ahlsellvägen 20
59.35489808,18.09470666,Hjorthagen,2,44.2,"3,723",0.5,no,no,no,3125000,Ahlsellvägen 22
59.35427659,18.09668549,Hjorthagen,2,44.2,"3,723",3,no,,,3650000,Ahlsellvägen 4
59.35425505,18.09697326,Hjorthagen,1,24,"2,494",,no,,yes,2665000,Ahlsellvägen 6
59.35446925,18.09662783,Hjorthagen,2,44,"3,723",3,no,,,3600000,Ahlsellvägen 8
59.30304688,18.10555636,Hammarby sjöstad,2,70,"5,838",1,yes,,,5900000,Aktergatan 21
59.30302001,18.10609959,Hammarby sjöstad,1,31,"3,071",1,yes,no,no,2495000,Aktergatan 22
59.30302001,18.10609959,Hammarby sjöstad,2,45,"4,126",2,yes,,yes,3910000,Aktergatan 22
59.3031692,18.1058984,Hammarby sjöstad,3,87,"6,324",,no,,,8300000,Aktergatan 27
59.30210778,18.10418873,Hammarby sjöstad,3,67,"3,316",3,yes,no,yes,5400000,Aktergatan 5
59.30223545,18.10435599,Hammarby sjöstad,2,67.5,"3,340",3,no,,,5000000,Aktergatan 9
59.30223545,18.10435599,Hammarby sjöstad,2,48.5,"2,400",4,yes,,yes,3830000,Aktergatan 9
59.30223545,18.10435599,Hammarby sjöstad,2,67.5,"3,340",5,yes,no,yes,4695000,Aktergatan 9
59.30223545,18.10435599,Hammarby sjöstad,2,48.5,"2,400",,yes,,yes,4200000,Aktergatan 9
59.30962174,18.07417091,Södermalm,3,58,"3,828",1,yes,,,5800000,Allhelgonagatan 10
59.30962174,18.07417091,Södermalm,3,97,"6,174",3,yes,,yes,10850000,Allhelgonagatan 10
59.30987369,18.07441261,Södermalm,3,75,"3,502",1.5,yes,no,yes,7950000,Allhelgonagatan 15
59.30987369,18.07441261,Södermalm,2,57,"2,486",2,yes,no,no,5500000,Allhelgonagatan 15
59.30987369,18.07441261,Södermalm,3,74,"3,537",2,yes,no,yes,7950000,Allhelgonagatan 15
59.30987369,18.07441261,Södermalm,3,74,"3,571",3,yes,no,yes,7850000,Allhelgonagatan 15
59.30967267,18.07319443,Södermalm,1,31,"1,308",1,no,,,2900000,Allhelgonagatan 7
59.30967267,18.07319443,Södermalm,2.5,60,"2,370",1.5,yes,no,no,5505000,Allhelgonagatan 7
59.30967267,18.07319443,Södermalm,1.5,54,"2,154",2,yes,,no,5000000,Allhelgonagatan 7
59.30967267,18.07319443,Södermalm,2,60,"2,612",2,no,,,5450000,Allhelgonagatan 7
59.30967267,18.07319443,Södermalm,2.5,63,"2,574",2,yes,,yes,6365000,Allhelgonagatan 7
59.30957393,18.07380184,Södermalm,3,87,"5,233",5,yes,no,yes,9100000,Allhelgonagatan 8
59.31189855,18.10003181,Södermalm,3,81.5,"4,806",2,yes,,yes,7100000,Alsnögatan 24
59.31189855,18.10003181,Södermalm,1.5,34.5,"3,070",4,yes,,yes,3250000,Alsnögatan 24
59.3121438,18.10104736,Södermalm,2,49.3,"3,162",0,yes,no,yes,3800000,Alsnögatan 30
59.32231286,17.95555603,Östermalm,1,19,0,2,,,,2030000,Ålstensgatan 26
59.3361407,18.02922859,Kungsholmen,2,63.4,"4,744",3,yes,no,yes,5225000,Alströmergatan 18
59.33564635,18.0304728,Kungsholmen,3,57.5,"2,448",6,no,,yes,5600000,Alströmergatan 21
59.33564635,18.0304728,Kungsholmen,3,73.5,"2,918",7,yes,,yes,7425000,Alströmergatan 21
59.33549776,18.03037435,Kungsholmen,2,39,"1,838",3,yes,no,yes,4250000,Alströmergatan 23
59.33532925,18.03027786,Kungsholmen,3,74.5,"3,036",4,yes,no,yes,8210000,Alströmergatan 25
59.33532925,18.03027786,Kungsholmen,3,74.5,"3,054",5,yes,,yes,7850000,Alströmergatan 25
59.33532925,18.03027786,Kungsholmen,3,74.5,"3,075",6,yes,,yes,7450000,Alströmergatan 25
59.33532925,18.03027786,Kungsholmen,2,63,"2,555",7,yes,,yes,7075000,Alströmergatan 25
59.33680392,18.02604864,Kungsholmen,1.5,35,,,no,,,3500000,Alströmergatan 32A
59.33680392,18.02604864,Kungsholmen,2,47,"2,776",,no,no,yes,5400000,Alströmergatan 32A
59.33690068,18.02613146,Kungsholmen,2,49,"2,854",3,no,,,4710000,Alströmergatan 32B
59.33705749,18.0260959,Kungsholmen,2,49,"2,854",1,no,,yes,5595000,Alströmergatan 32C
59.33722744,18.02605738,Kungsholmen,1,16,"1,387",4,no,no,no,1995000,Alströmergatan 32D
59.33732379,18.02603551,Kungsholmen,1,17,"1,155",0.5,no,no,no,2175000,Alströmergatan 32E
59.33732379,18.02603551,Kungsholmen,1,28,"1,849",1,no,no,no,2800000,Alströmergatan 32E
59.33732379,18.02603551,Kungsholmen,1,32,"2,081",2,no,,,3270000,Alströmergatan 32E
59.33732379,18.02603551,Kungsholmen,1,32,,,no,,,3100000,Alströmergatan 32E
59.33740326,18.02605442,Kungsholmen,2,45,"2,699",2,no,no,no,4300000,Alströmergatan 32F
59.33740326,18.02605442,Kungsholmen,2,45,"2,699",3,no,no,no,4260000,Alströmergatan 32F
59.33740326,18.02605442,Kungsholmen,2,45,"2,699",3,no,no,no,4350000,Alströmergatan 32F
59.33751347,18.02610646,Kungsholmen,2,46,"2,930",1.5,yes,,yes,4650000,Alströmergatan 32G
59.33751347,18.02610646,Kungsholmen,1,30,"2,005",2,no,no,no,3020000,Alströmergatan 32G
59.33751347,18.02610646,Kungsholmen,2,41,"2,699",2,yes,no,no,4150000,Alströmergatan 32G
59.33751347,18.02610646,Kungsholmen,1.5,48,"2,854",2,yes,,yes,4850000,Alströmergatan 32G
59.33751347,18.02610646,Kungsholmen,2,41,"2,699",3,yes,,,4200000,Alströmergatan 32G
59.33749807,18.02627826,Kungsholmen,2,46,"2,643",0.5,no,,yes,4495000,Alströmergatan 32H
59.33749807,18.02627826,Kungsholmen,2,45,"2,853",1,no,,yes,4595000,Alströmergatan 32H
59.33749807,18.02627826,Kungsholmen,2,46,"2,854",1,no,no,no,4395000,Alströmergatan 32H
59.33749807,18.02627826,Kungsholmen,2,45,"2,853",3,no,,,4600000,Alströmergatan 32H
59.33746395,18.02656602,Kungsholmen,2,46,"2,854",1,yes,,yes,4800000,Alströmergatan 32I
59.33746395,18.02656602,Kungsholmen,1,27,"1,773",3,yes,,,2950000,Alströmergatan 32I
59.33736241,18.02651083,Kungsholmen,1.5,43,"2,699",2,no,,,4100000,Alströmergatan 32K
59.33736241,18.02651083,Kungsholmen,2,39,"2,468",4,no,no,no,4150000,Alströmergatan 32K
59.33725179,18.02656673,Kungsholmen,1.5,35,"2,081",0.5,no,no,no,3300000,Alströmergatan 32L
59.33725179,18.02656673,Kungsholmen,1.5,28,"1,773",2,no,,,3100000,Alströmergatan 32L
59.33725179,18.02656673,Kungsholmen,1,28,"1,773",3,no,,,3100000,Alströmergatan 32L
59.33725179,18.02656673,Kungsholmen,1,28,"1,773",4,no,,,3075000,Alströmergatan 32L
59.33714634,18.02667044,Kungsholmen,1.5,29,"1,773",,no,,,3420000,Alströmergatan 32M
59.33707028,18.02674589,Kungsholmen,2,45,"2,698",3,no,no,yes,4775000,Alströmergatan 32N
59.33707028,18.02674589,Kungsholmen,1.5,28,"1,773",,no,,,3250000,Alströmergatan 32N
59.33707028,18.02674589,Kungsholmen,1.5,31,"1,695",,no,,,3250000,Alströmergatan 32N
59.33707028,18.02674589,Kungsholmen,2,45,,,no,,,3750000,Alströmergatan 32N
59.33686648,18.02694807,Kungsholmen,2,45,"2,699",2,no,,yes,4265000,Alströmergatan 32P
59.33686648,18.02694807,Kungsholmen,1,29,"1,695",,no,,,3020000,Alströmergatan 32P
59.33686648,18.02694807,Kungsholmen,1.5,35,"2,081",,no,,,3400000,Alströmergatan 32P
59.33675081,18.02706281,Kungsholmen,1.5,34,"2,081",3,no,,,3460000,Alströmergatan 32Q
59.33675081,18.02706281,Kungsholmen,2,35,"2,159",3,no,no,no,3510000,Alströmergatan 32Q
59.33675081,18.02706281,Kungsholmen,1,34,"2,081",,yes,,,3250000,Alströmergatan 32Q
59.33664148,18.02704967,Kungsholmen,3,65,"3,780",1.5,no,no,no,6650000,Alströmergatan 32R
59.33665772,18.0268667,Kungsholmen,1,29,"1,541",0.5,no,,,2825000,Alströmergatan 32S
59.33665772,18.0268667,Kungsholmen,1,30,"1,849",0.5,no,no,no,3000000,Alströmergatan 32S
59.33665772,18.0268667,Kungsholmen,2,45,"2,699",,no,,yes,4395000,Alströmergatan 32S
59.33673698,18.02661548,Kungsholmen,2,50,"2,930",3,no,,yes,5400000,Alströmergatan 32T
59.33679024,18.02632211,Kungsholmen,2,49,"2,854",3,no,,,4865000,Alströmergatan 32U
59.33679024,18.02632211,Kungsholmen,1,25,"1,695",4,yes,no,no,2900000,Alströmergatan 32U
59.33679024,18.02632211,Kungsholmen,2,49,"2,930",4,no,,,4300000,Alströmergatan 32U
59.3354169,18.02960819,Kungsholmen,1.5,32,"2,505",0.5,yes,no,no,3275000,Alströmergatan 35
59.3354169,18.02960819,Kungsholmen,2,33,"2,442",1.5,yes,no,yes,3675000,Alströmergatan 35
59.3354169,18.02960819,Kungsholmen,1,24,"2,070",2,yes,no,yes,2670000,Alströmergatan 35
59.3354169,18.02960819,Kungsholmen,2,32,"2,369",3,yes,,yes,3800000,Alströmergatan 35
59.3354169,18.02960819,Kungsholmen,2,32,"2,406",4,yes,no,yes,3540000,Alströmergatan 35
59.3354169,18.02960819,Kungsholmen,3,59,"3,533",4,yes,no,yes,6250000,Alströmergatan 35
59.33630061,18.02742433,Kungsholmen,3,96,"4,092",3,yes,no,no,10700000,Alströmergatan 45
59.33630061,18.02742433,Kungsholmen,3,95,"4,052",4,yes,no,no,10500000,Alströmergatan 45
59.33608171,18.02725093,Kungsholmen,3,91,"3,998",5,yes,yes,yes,11800000,Alströmergatan 45B
59.33608171,18.02725093,Kungsholmen,2,57,,,no,,,6900000,Alströmergatan 45B
59.33581457,18.0272661,Kungsholmen,3,70,"3,992",4,yes,yes,yes,9800000,Alströmergatan 45D
59.33651233,18.02615378,Kungsholmen,1,31,"2,376",3,yes,,yes,3500000,Alströmergatan 49
59.33651233,18.02615378,Kungsholmen,1,27.5,"2,213",4,yes,,,2875000,Alströmergatan 49
59.33651233,18.02615378,Kungsholmen,1,24,"1,968",5,yes,no,no,2500000,Alströmergatan 49
59.33651233,18.02615378,Kungsholmen,1,24,,,no,,,2600000,Alströmergatan 49
59.33657302,18.02582252,Kungsholmen,1,24,"1,695",1.5,yes,,,2750000,Alströmergatan 51
59.33657302,18.02582252,Kungsholmen,1,29,"1,773",1.5,yes,,,3050000,Alströmergatan 51
59.33563021,18.03239516,Kungsholmen,3,81,"3,974",2,no,no,yes,8625000,Alströmergatan 6
59.33556997,18.03102438,Kungsholmen,2,61,"2,656",2,yes,no,yes,6000000,Alströmergatan 7
59.33556997,18.03102438,Kungsholmen,3,61,"2,675",3,yes,no,yes,5820000,Alströmergatan 7
59.3538316,18.09521129,Hjorthagen,2,44,"3,735",1,no,no,no,3400000,Älvkarleövägen 11
59.3538316,18.09521129,Hjorthagen,2,44.2,"3,735",3,no,no,no,3500000,Älvkarleövägen 11
59.3538316,18.09521129,Hjorthagen,2,44,,,no,,,3430000,Älvkarleövägen 11
59.35389,18.094456,Hjorthagen,2,44.2,"3,735",2,no,,,3625000,Älvkarleövägen 17
59.35407917,18.09492431,Hjorthagen,2,44.2,"3,553",2,no,no,no,3300000,Älvkarleövägen 18
59.35396732,18.09645116,Hjorthagen,2,44.2,"3,553",1,no,no,no,2900000,Älvkarleövägen 2
59.35396732,18.09645116,Hjorthagen,2,44.2,"3,553",1,no,no,no,3300000,Älvkarleövägen 2
59.35396732,18.09645116,Hjorthagen,2,44.2,"3,553",3,no,,,3560000,Älvkarleövägen 2
59.35412366,18.09467313,Hjorthagen,3,44.2,,,no,,,3275000,Älvkarleövägen 20
59.3539547,18.0935206,Hjorthagen,2,44.2,"3,735",1,no,no,no,3300000,Älvkarleövägen 21
59.35413198,18.09419252,Hjorthagen,2,44.2,"3,723",3,no,,,3550000,Älvkarleövägen 22
59.35397263,18.09327557,Hjorthagen,2,44.2,"3,735",1,no,,,3150000,Älvkarleövägen 23
59.35397263,18.09327557,Hjorthagen,2,44,"3,735",2,no,no,no,2900000,Älvkarleövägen 23
59.35397263,18.09327557,Hjorthagen,3,44,"3,735",2,,no,yes,3750000,Älvkarleövägen 23
59.35416757,18.09369609,Hjorthagen,2,44.2,"3,723",1,no,no,no,3495000,Älvkarleövägen 26
59.35400876,18.09278303,Hjorthagen,2,44.2,"3,735",2,no,,,3172500,Älvkarleövägen 27
59.35375815,18.09620657,Hjorthagen,2,44,"3,735",2,no,no,no,3300000,Älvkarleövägen 3
59.35375815,18.09620657,Hjorthagen,2,44.2,"3,735",2,no,no,no,2945000,Älvkarleövägen 3
59.35427637,18.09243251,Hjorthagen,3,64,"3,869",1,yes,no,no,5455000,Älvkarleövägen 32
59.35427637,18.09243251,Hjorthagen,2,64,"3,869",3,yes,,yes,6425000,Älvkarleövägen 32
59.35427637,18.09243251,Hjorthagen,1,37,,,no,,,3700000,Älvkarleövägen 32
59.35427637,18.09243251,Hjorthagen,2,64,,,no,,,6250000,Älvkarleövägen 32
59.35398471,18.09621402,Hjorthagen,2,44.2,"3,553",2,no,,,3300000,Älvkarleövägen 4
59.30937328,18.07327313,Södermalm,3,80,"4,536",0.5,yes,no,yes,7950000,Älvsborgsgatan 1
59.30937328,18.07327313,Södermalm,1.5,39,"2,981",2,yes,no,no,3900000,Älvsborgsgatan 1
59.30937328,18.07327313,Södermalm,2,40,,,no,,,4200000,Älvsborgsgatan 1
59.30915714,18.073383,Södermalm,2,36,"2,859",1,yes,no,no,3600000,Älvsborgsgatan 3
59.30922772,18.07344671,Södermalm,2,61,"4,098",2,yes,no,yes,5500000,Älvsborgsgatan 3A
59.30910959,18.07349899,Södermalm,1.5,50,"3,401",3,yes,no,no,3850000,Älvsborgsgatan 3B
59.33085065,18.04484968,Kungsholmen,3,77,"3,772",4,yes,no,no,9820000,Amarantergränd 1
59.37130082,18.05284896,Norra Djurgården,2,51,"4,242",2,yes,no,yes,3295000,Åminnevägen 15
59.37130082,18.05284896,Norra Djurgården,1,30,"2,496",,yes,,,2295000,Åminnevägen 15
59.3711601,18.05341832,Norra Djurgården,2,31,"2,144",1,yes,,yes,2800000,Åminnevägen 17
59.3711601,18.05341832,Norra Djurgården,1.5,31,"2,210",2,yes,no,yes,2680000,Åminnevägen 17
59.3711601,18.05341832,Norra Djurgården,3,96,"6,465",2,yes,yes,yes,7000000,Åminnevägen 17
59.31960686,18.02360338,Reimersholme,1,21,"1,818",1,yes,no,no,2500000,Anders Reimers väg 11
59.31960686,18.02360338,Reimersholme,1,21,"1,755",2,yes,no,no,2700000,Anders Reimers väg 11
59.31960686,18.02360338,Reimersholme,2,52,"3,762",2,yes,no,no,5000000,Anders Reimers väg 11
59.31960686,18.02360338,Reimersholme,2,50,"3,948",3,yes,,yes,6050000,Anders Reimers väg 11
59.31960686,18.02360338,Reimersholme,2,46,"3,326",,yes,no,no,4700000,Anders Reimers väg 11
59.31965353,18.02290402,Reimersholme,1,22,"1,571",,yes,no,no,2450000,Anders Reimers väg 13
59.31934873,18.02517523,Reimersholme,1,21,"1,601",1,no,no,no,2600000,Anders Reimers väg 14
59.31969948,18.0222078,Reimersholme,1,22,"1,818",1,yes,,yes,2795000,Anders Reimers väg 15
59.31969948,18.0222078,Reimersholme,3,50,"4,101",6,yes,,yes,6155000,Anders Reimers väg 15
59.31967005,18.02160739,Reimersholme,2,55,"3,948",3,yes,no,yes,6500000,Anders Reimers väg 17
59.31967005,18.02160739,Reimersholme,2,42,"3,210",5,yes,no,yes,4600000,Anders Reimers väg 17
59.3188772,18.02557926,Reimersholme,1,22,"1,682",0,,,,2700000,Anders Reimers väg 4
59.3188772,18.02557926,Reimersholme,1,22,"1,812",1.5,no,no,no,2750000,Anders Reimers väg 4
59.3188772,18.02557926,Reimersholme,2,44,"3,439",2,no,,yes,4750000,Anders Reimers väg 4
59.3188772,18.02557926,Reimersholme,2,44,"3,333",3,no,,,4500000,Anders Reimers väg 4
59.3188772,18.02557926,Reimersholme,3,51,"3,787",3,no,no,yes,6200000,Anders Reimers väg 4
59.3191748,18.02570173,Reimersholme,2,44,"3,389",3,no,no,no,4575000,Anders Reimers väg 6
59.31924636,18.02574206,Reimersholme,2,46,"3,012",1,no,no,yes,4600000,Anders Reimers väg 8
59.31924636,18.02574206,Reimersholme,1,30,"2,401",3,no,,,3410000,Anders Reimers väg 8
59.31924636,18.02574206,Reimersholme,2,56,"3,619",3,no,,,6150000,Anders Reimers väg 8
59.3195609,18.02430784,Reimersholme,1.5,27,"2,085",1,no,,,3100000,Anders Reimers väg 9
59.3195609,18.02430784,Reimersholme,1,35.5,"2,921",3,yes,no,yes,3860000,Anders Reimers väg 9
59.3431464,18.096974,Gärdet,2,61,"3,290",1,yes,yes,yes,6300000,Ängskärsgatan 3
59.3431464,18.096974,Gärdet,3,81,"4,123",1,yes,no,yes,9500000,Ängskärsgatan 3
59.3431464,18.096974,Gärdet,3,81,"4,247",4,yes,yes,yes,9300000,Ängskärsgatan 3
59.34280779,18.09667012,Gärdet,2,40,"3,306",0,no,,yes,2050000,Ängskärsgatan 4
59.34280779,18.09667012,Gärdet,2,48,"3,968",1,yes,yes,,4270000,Ängskärsgatan 4
59.34280779,18.09667012,Gärdet,2,56,"4,381",3,yes,yes,yes,5900000,Ängskärsgatan 4
59.34280779,18.09667012,Gärdet,2,56,"4,380",3,yes,yes,yes,6600000,Ängskärsgatan 4
59.34280779,18.09667012,Gärdet,1,35,"2,810",5,yes,no,yes,3850000,Ängskärsgatan 4
59.34280779,18.09667012,Gärdet,2,55,"4,381",7,yes,yes,yes,5900000,Ängskärsgatan 4
59.34280779,18.09667012,Gärdet,3,74,"5,869",7,yes,yes,yes,9250000,Ängskärsgatan 4
59.34271324,18.09707404,Gärdet,1.5,35,"2,209",1.5,yes,no,yes,4100000,Ängskärsgatan 6
59.34271324,18.09707404,Gärdet,3,75,"4,396",4,yes,yes,,9200000,Ängskärsgatan 6
59.34271324,18.09707404,Gärdet,2,73,"4,395",6,yes,,yes,7700000,Ängskärsgatan 6
59.34271324,18.09707404,Gärdet,1.5,40,"2,381",7,yes,no,yes,4480000,Ängskärsgatan 6
59.34846645,18.03414623,Vasastan,2,45,"2,787",1,yes,,yes,4800000,Anna Steckséns gata 15
59.34846645,18.03414623,Vasastan,1.5,31,"2,018",2,yes,,,3400000,Anna Steckséns gata 15
59.34846645,18.03414623,Vasastan,1,30,"1,897",4,yes,,,3350000,Anna Steckséns gata 15
59.34846645,18.03414623,Vasastan,1,31,"1,904",4,yes,,,3450000,Anna Steckséns gata 15
59.34846645,18.03414623,Vasastan,2,41,"2,677",5,yes,no,yes,4500000,Anna Steckséns gata 15
59.34846645,18.03414623,Vasastan,2,45,"2,954",10,yes,no,yes,5800000,Anna Steckséns gata 15
59.34846645,18.03414623,Vasastan,2,45,"2,953",11,no,,,6100000,Anna Steckséns gata 15
59.33351703,18.02734986,Kungsholmen,3,92.5,"5,702",5,yes,no,yes,8750000,Arbetargatan 19
59.33447651,18.02686461,Kungsholmen,3,67,"3,370",1,yes,no,yes,6250000,Arbetargatan 23A
59.33469377,18.02697915,Kungsholmen,2,67,"3,370",2,yes,,yes,5850000,Arbetargatan 23B
59.33469377,18.02697915,Kungsholmen,3,67,"3,370",4,yes,no,yes,6400000,Arbetargatan 23B
59.33461885,18.02787544,Kungsholmen,3,83,"4,169",4,yes,no,yes,7400000,Arbetargatan 27B
59.33449952,18.02853914,Kungsholmen,2,67,"4,289",5,yes,no,yes,6120000,Arbetargatan 28A
59.33449952,18.02853914,Kungsholmen,2,67,"4,289",6,yes,,yes,6250000,Arbetargatan 28A
59.33475545,18.02860076,Kungsholmen,1,31,"1,984",6,no,,,2950000,Arbetargatan 28C
59.33474105,18.02884622,Kungsholmen,3,83,"5,313",2,yes,no,yes,7600000,Arbetargatan 28D
59.33448238,18.02897629,Kungsholmen,2,46,"2,944",1,yes,,yes,4350000,Arbetargatan 28E
59.33448238,18.02897629,Kungsholmen,3,80,"5,121",,yes,no,yes,6350000,Arbetargatan 28E
59.33486155,18.02818304,Kungsholmen,2,54,"2,890",2,yes,yes,yes,5495000,Arbetargatan 29
59.33486155,18.02818304,Kungsholmen,2,54,"3,025",3,yes,yes,yes,5550000,Arbetargatan 29
59.33545678,18.02853269,Kungsholmen,2.5,55,,4,yes,,,5550000,Arbetargatan 33A
59.33545678,18.02853269,Kungsholmen,2,74,"1,970",4,yes,,yes,7500000,Arbetargatan 33A
59.33562287,18.02863043,Kungsholmen,2,74,"1,982",4,yes,,yes,8250000,Arbetargatan 33B
59.33554892,18.02814439,Kungsholmen,3,67,"4,388",1,yes,no,yes,7000000,Arbetargatan 33C
59.33562823,18.02819243,Kungsholmen,2.5,47,"3,079",,no,,,4800000,Arbetargatan 33D
59.33558688,18.02769656,Kungsholmen,3,72,"4,703",1,yes,no,yes,7850000,Arbetargatan 33E
59.33558688,18.02769656,Kungsholmen,3,72,"4,703",3,yes,no,yes,7875000,Arbetargatan 33E
59.33568413,18.02775569,Kungsholmen,2,35,"2,345",3,,,,3750000,Arbetargatan 33F
59.33568331,18.0291232,Kungsholmen,2,40.5,"2,421",1,yes,,yes,4070000,Arbetargatan 34
59.33568331,18.0291232,Kungsholmen,2,40.5,"2,421",5,,,,4150000,Arbetargatan 34
59.33987088,18.08521296,Östermalm,2,53,"2,823",3,yes,no,no,7500000,Arkitektvägen 62
59.3441066,18.0905532,Gärdet,3,83,"4,770",3,yes,yes,yes,9900000,Armfeltsgatan 21
59.34379002,18.09076784,Gärdet,2,66,"2,089",0.5,yes,yes,yes,6400000,Armfeltsgatan 22
59.34379002,18.09076784,Gärdet,2,51.5,,,no,,,5750000,Armfeltsgatan 22
59.34402151,18.09085328,Gärdet,2,50,,3,no,,,5425000,Armfeltsgatan 23
59.34370638,18.09106282,Gärdet,3,72.5,"2,470",1.5,yes,yes,yes,8425000,Armfeltsgatan 24
59.34370638,18.09106282,Gärdet,2,51.5,"1,668",,no,yes,,5070000,Armfeltsgatan 24
59.35501883,18.10026039,Hjorthagen,2,40,"2,295",3,no,no,yes,3850000,Artemisgatan 13
59.35538835,18.10038883,Hjorthagen,2,57,"3,841",1,no,,yes,4050000,Artemisgatan 18
59.35403286,18.10158449,Hjorthagen,2,46,"3,298",,no,no,yes,3100000,Artemisgatan 3A
59.35414918,18.10214878,Hjorthagen,2,63,"3,441",1,no,no,yes,4700000,Artemisgatan 4
59.35414918,18.10214878,Hjorthagen,3,63,,,no,,,5550000,Artemisgatan 4
59.3564615,18.0979207,Hjorthagen,2,47,"3,255",2,no,,yes,3937500,Artemisgatan 51
59.3564615,18.0979207,Hjorthagen,2,41,,,no,,,3395000,Artemisgatan 51
59.35656261,18.09777196,Hjorthagen,2,47,"3,255",3,no,,yes,4250000,Artemisgatan 53
59.35664056,18.09764863,Hjorthagen,2,47,"3,255",1,no,no,yes,4300000,Artemisgatan 55
59.3542544,18.10127678,Hjorthagen,3,78,,,no,,,6750000,Artemisgatan 5A
59.35688035,18.09727656,Hjorthagen,3,79,"5,115",1,yes,no,yes,8350000,Artemisgatan 61
59.35688035,18.09727656,Hjorthagen,1,,"1,891",1,yes,no,no,2600000,Artemisgatan 61
59.35688035,18.09727656,Hjorthagen,3,79,"5,166",3,yes,no,yes,8350000,Artemisgatan 61
59.35698722,18.09710738,Hjorthagen,3,77,"4,857",2,yes,no,yes,7800000,Artemisgatan 63
59.35698722,18.09710738,Hjorthagen,3,67,"4,494",3,yes,no,yes,7610000,Artemisgatan 63
59.35423764,18.10200825,Hjorthagen,2,63,"3,441",1,no,,yes,5200000,Artemisgatan 6A
59.35657148,18.09599612,Hjorthagen,2,41,"2,887",1,no,no,yes,3400000,Artemisgatan 75
59.35636897,18.09631867,Hjorthagen,2,47,"3,007",1,no,,yes,4050000,Artemisgatan 79
59.35440173,18.10174775,Hjorthagen,2.5,63,"3,441",1,no,no,yes,5260000,Artemisgatan 8
59.35619277,18.09659959,Hjorthagen,2,47,"3,007",2,no,,yes,4370000,Artemisgatan 83
59.35611014,18.09673119,Hjorthagen,2,41,"2,624",3,no,no,yes,4000000,Artemisgatan 85
59.35474,18.100582,Hjorthagen,1,18,,,no,,,2340000,Artemisgatan 9
59.33389465,18.08158973,Östermalm,2,46,,1,no,no,yes,7000000,Artillerigatan 16B
59.33457444,18.08214137,Östermalm,3,74,"3,643",2,no,no,no,10050000,Artillerigatan 26A
59.33457444,18.08214137,Östermalm,3,63,,,no,,,7800000,Artillerigatan 26A
59.33631771,18.08254971,Östermalm,1.5,38,"1,625",2,yes,,,5085000,Artillerigatan 33
59.33631771,18.08254971,Östermalm,1,28,"1,364",3,yes,,yes,4000000,Artillerigatan 33
59.33586967,18.08265117,Östermalm,2,68,"3,425",1.5,yes,yes,yes,9800000,Artillerigatan 36
59.33608094,18.0832926,Östermalm,2,68,"2,383",3,yes,yes,yes,10500000,Artillerigatan 40B
59.337164,18.08320783,Östermalm,3,72,"5,100",1,yes,no,no,10800000,Artillerigatan 43
