latitude,longitude,location_area,number_of_rooms,area,rent,floor,has_elevator,has_fireplace,has_outside,sold_price,adress
59.33601424,18.0141937,Stadshagen,3,81,"4,638",7,yes,,yes,6900000,Kellgrensgatan 16
59.33584722,18.01382212,Stadshagen,3,84,"4,756",1,yes,,yes,6200000,Kellgrensgatan 18
59.33584722,18.01382212,Stadshagen,3,84,"4,756",5,no,no,yes,6595000,Kellgrensgatan 18
59.33325218,18.05892869,Norrmalm,2,61,"2,061",3,yes,,yes,5750000,Klara Norra Kyrkogata 15
59.33325218,18.05892869,Norrmalm,2,53,"1,857",5,yes,,yes,5725000,Klara Norra Kyrkogata 15
59.33331458,18.05886808,Norrmalm,3,61,"4,837",2,yes,no,yes,5720000,Klara Norra Kyrkogata 17
59.330734,18.063334,Norrmalm,3,84,"4,155",5,yes,yes,yes,9500000,Klara Östra Kyrkogata 2C
59.3302781,18.0641842,Norrmalm,3,102.5,,8,no,,,9340000,Klara Tvärgränd 5
59.33129192,18.05995464,Norrmalm,3,129,"10,763",16,yes,no,yes,24000000,Klara Västra Kyrkogata 17
59.33129192,18.05995464,Norrmalm,1,36,"2,864",17,yes,,yes,7250000,Klara Västra Kyrkogata 17
59.33129192,18.05995464,Norrmalm,1,36,"3,061",18,yes,,yes,7300000,Klara Västra Kyrkogata 17
59.31892545,18.07158872,Södermalm,3,88,"2,762",3,no,,yes,10550000,Klevgränd 2
59.31892545,18.07158872,Södermalm,3,79,,,no,,,9300000,Klevgränd 2
59.31434734,18.08813115,Södermalm,1,27.5,"1,643",1,no,no,no,2825000,Klippgatan 14
59.31432046,18.08796168,Södermalm,2,48.5,"2,940",2,no,no,no,5500000,Klippgatan 14B
59.31432046,18.08796168,Södermalm,1,35,"2,322",3,no,,,3600000,Klippgatan 14B
59.3142168,18.08788117,Södermalm,1,37.5,"2,302",2,no,,,3300000,Klippgatan 14C
59.31418368,18.08760707,Södermalm,2,47,"3,149",2,yes,no,no,4850000,Klippgatan 14E
59.31414672,18.08732517,Södermalm,1,20.5,"1,145",1,no,,,2675000,Klippgatan 14F
59.31414672,18.08732517,Södermalm,2,37,"2,273",,no,,,3375000,Klippgatan 14F
59.31441941,18.08743113,Södermalm,2,46,"2,778",2,no,no,no,4800000,Klippgatan 14G
59.31441941,18.08743113,Södermalm,2,46,"2,987",3,no,,,4300000,Klippgatan 14G
59.31443843,18.08770463,Södermalm,2,36,"2,026",0.5,no,no,no,3400000,Klippgatan 14H
59.31443843,18.08770463,Södermalm,1,27.5,"1,634",1,,no,no,3050000,Klippgatan 14H
59.31443843,18.08770463,Södermalm,1,27.5,"1,827",1,no,no,no,3100000,Klippgatan 14H
59.314457,18.087872,Södermalm,2,39,"2,195",3,no,no,no,4000000,Klippgatan 14I
59.31325776,18.08849172,Södermalm,1,34.5,"3,151",3,yes,no,no,3525000,Klippgatan 21
59.31325776,18.08849172,Södermalm,2,56,"4,193",3,no,no,no,5570000,Klippgatan 21
59.31386135,18.07601435,Södermalm,2,46.5,"1,028",1,yes,,no,4500000,Kocksgatan 11
59.31394452,18.07754747,Södermalm,3,106.5,"5,324",3,yes,,yes,10650000,Kocksgatan 20
59.31381538,18.07794212,Södermalm,1,35,"1,296",2,no,yes,no,3700000,Kocksgatan 22A
59.31381538,18.07794212,Södermalm,2,58,"2,074",3,,yes,no,6350000,Kocksgatan 22A
59.31420557,18.07865736,Södermalm,1.5,32,964,1,yes,no,no,3910000,Kocksgatan 25
59.31411856,18.07888487,Södermalm,3,75,"3,068",1,no,yes,yes,7900000,Kocksgatan 28
59.31391889,18.07901011,Södermalm,2,60,"2,780",1,no,yes,yes,6350000,Kocksgatan 28A
59.31415801,18.07918813,Södermalm,3,59,"3,533",3,yes,,yes,6000000,Kocksgatan 30
59.31426794,18.08040875,Södermalm,2,30,"2,361",1,yes,no,yes,3450000,Kocksgatan 36
59.31426794,18.08040875,Södermalm,1.5,30,"2,043",2,yes,,,3285000,Kocksgatan 36
59.31426794,18.08040875,Södermalm,2,52,"2,908",2,yes,no,yes,5500000,Kocksgatan 36
59.31426794,18.08040875,Södermalm,3,65,"3,139",3,yes,yes,yes,8000000,Kocksgatan 36
59.31426794,18.08040875,Södermalm,1,27,"1,959",6,yes,,yes,3400000,Kocksgatan 36
59.31426794,18.08040875,Södermalm,2,50,"2,945",,no,,,5350000,Kocksgatan 36
59.31434379,18.08099211,Södermalm,1,31,"2,814",4,yes,no,yes,3300000,Kocksgatan 40
59.31434379,18.08099211,Södermalm,2,43,"3,047",4,yes,no,no,4850000,Kocksgatan 40
59.3144025,18.08144446,Södermalm,2,58,"2,691",1,yes,no,yes,5500000,Kocksgatan 42
59.3144025,18.08144446,Södermalm,3,68,"3,042",6,no,,yes,7950000,Kocksgatan 42
59.31480498,18.082914,Södermalm,3,72,"3,903",2,yes,yes,yes,8700000,Kocksgatan 43A
59.31480498,18.082914,Södermalm,2,44,"2,687",3,yes,,yes,5900000,Kocksgatan 43A
59.31501091,18.08484371,Södermalm,2,35,"3,299",0.5,yes,no,no,3600000,Kocksgatan 51
59.31501091,18.08484371,Södermalm,3,72,"5,842",2,yes,,,6800000,Kocksgatan 51
59.31466928,18.08335056,Södermalm,1.5,32,"1,458",1,yes,no,no,3750000,Kocksgatan 52
59.31466928,18.08335056,Södermalm,1.5,36,"1,451",2,yes,,,4020000,Kocksgatan 52
59.31517894,18.08532323,Södermalm,2,35,"1,580",1,yes,,,3620000,Kocksgatan 55
59.31517894,18.08532323,Södermalm,2,39,"1,760",1,no,no,no,4100000,Kocksgatan 55
59.31517894,18.08532323,Södermalm,2,34,"1,580",2,no,,,3950000,Kocksgatan 55
59.3148797,18.0848654,Södermalm,1,34,"1,387",1,no,yes,yes,3900000,Kocksgatan 58
59.31492988,18.08511688,Södermalm,2.5,73,"3,163",0,no,,,6400000,Kocksgatan 60A
59.30467556,18.09850255,Hammarby sjöstad,3,85,"5,222",3,yes,,yes,7650000,Kölnagatan 10
59.30494775,18.09853107,Hammarby sjöstad,2,42,"2,954",0,yes,no,yes,3495000,Kölnagatan 12
59.30494775,18.09853107,Hammarby sjöstad,2,42,"2,954",2,no,,yes,4025000,Kölnagatan 12
59.30451378,18.09901877,Hammarby sjöstad,2,76,"4,747",0,yes,,yes,5350000,Kölnagatan 14
59.30451378,18.09901877,Hammarby sjöstad,3,93,"5,644",1,yes,no,yes,8350000,Kölnagatan 14
59.3053066,18.09944861,Hammarby sjöstad,3,126.4,"7,184",5,yes,no,yes,12500000,Kölnagatan 24
59.30444,18.0982,Hammarby sjöstad,3,85,"5,222",3,no,,,6700000,Kölnagatan 8
59.33898103,18.07876424,Östermalm,2,42,"1,341",3,yes,no,,5775000,Kommendörsgatan 11
59.3387209,18.0799088,Östermalm,2,63,"1,872",4,yes,no,yes,10200000,Kommendörsgatan 17
59.338017,18.082458,Östermalm,3,96,"3,202",1,yes,no,no,9950000,Kommendörsgatan 26
59.3374068,18.0863866,Östermalm,1,23,"1,411",0.5,yes,no,,3300000,Kommendörsgatan 33A
59.3374068,18.0863866,Östermalm,1,25,"1,531",2,yes,,,3650000,Kommendörsgatan 33A
59.3374068,18.0863866,Östermalm,1,20,"1,170",3,yes,no,no,3325000,Kommendörsgatan 33A
59.3374068,18.0863866,Östermalm,1,25,"1,531",3,yes,no,,3475000,Kommendörsgatan 33A
59.3370788,18.0880886,Östermalm,2,64,"1,933",0,yes,no,yes,7990000,Kommendörsgatan 39
59.3392576,18.07632502,Östermalm,2,41,"2,126",1,yes,yes,no,6200000,Kommendörsgatan 4
59.3392576,18.07632502,Östermalm,2,48,"2,501",1,yes,yes,no,6300000,Kommendörsgatan 4
59.33721882,18.08637399,Östermalm,3,96,"5,336",2,yes,yes,yes,14375000,Kommendörsgatan 40
59.33721882,18.08637399,Östermalm,3,83,"4,267",4,yes,yes,yes,14500000,Kommendörsgatan 40
59.33721882,18.08637399,Östermalm,3,98,"4,757",4,yes,yes,yes,14000000,Kommendörsgatan 40
59.33721882,18.08637399,Östermalm,1,11,575,,yes,no,no,2160000,Kommendörsgatan 40
59.33719529,18.08650974,Östermalm,2,34,"1,337",,no,,,4760000,Kommendörsgatan 401
59.33722766,18.08653234,Östermalm,2,38,"1,495",0.5,no,,,5000000,Kommendörsgatan 402
59.33713875,18.08676348,Östermalm,2,37,975,1,yes,no,no,4800000,Kommendörsgatan 42
59.33713875,18.08676348,Östermalm,2,33,931,2,yes,,,4400000,Kommendörsgatan 42
59.33713875,18.08676348,Östermalm,1,33,968,5,yes,no,yes,4550000,Kommendörsgatan 42
59.33697789,18.0875586,Östermalm,2,55,"3,260",5,yes,,yes,6925000,Kommendörsgatan 44
59.33932133,18.07691281,Östermalm,2,102,0,6,yes,yes,yes,16500000,Kommendörsgatan 5
59.33878764,18.07724536,Östermalm,3,134,"6,547",2,yes,no,no,17250000,Kommendörsgatan 8C
59.33869859,18.07778386,Östermalm,3,86,"4,676",4,yes,no,no,10700000,Kommendörsgatan 8P
59.30365846,18.09112016,Hammarby sjöstad,3,85,"5,679",5,no,,yes,6600000,Konvojgatan 1
59.30388094,18.09084566,Hammarby sjöstad,2,70.5,"4,648",2,no,,yes,4500000,Konvojgatan 3
59.30388094,18.09084566,Hammarby sjöstad,3,78,"5,173",2,no,,yes,6250000,Konvojgatan 3
59.30404109,18.09069584,Hammarby sjöstad,2,61.5,"4,870",2,yes,no,yes,5250000,Konvojgatan 5
59.3250522,18.0720578,Gamla Stan,2,43,"2,607",,no,,,4600000,Köpmangatan 11
59.32511891,18.07308896,Gamla Stan,3,66,"4,534",2,yes,yes,no,8300000,Köpmangatan 4
59.32538814,18.07287919,Gamla Stan,2,52,"3,277",3,no,yes,,6200000,Köpmangatan 6
59.3250476,18.0723518,Gamla Stan,2,43,"2,607",2,no,,,5200000,Köpmangatan 7
59.32519479,18.07283554,Gamla Stan,2,40,"2,952",1,yes,no,no,4995000,Köpmangatan 8
59.32519479,18.07283554,Gamla Stan,3,49,"3,010",5,no,,,5830000,Köpmangatan 8
59.30321119,18.10051733,Hammarby sjöstad,3,70,"4,627",7,yes,,yes,7700000,Korphoppsgatan 20
59.30335051,18.10024543,Hammarby sjöstad,2,77,"5,246",4,yes,,,4995000,Korphoppsgatan 21
59.3034423,18.10090328,Hammarby sjöstad,2,45,"3,278",2,yes,,,3300000,Korphoppsgatan 22
59.3034423,18.10090328,Hammarby sjöstad,3,68,"4,357",4,yes,,,5350000,Korphoppsgatan 22
59.3034423,18.10090328,Hammarby sjöstad,3,84,"5,167",4,yes,no,yes,6800000,Korphoppsgatan 22
59.30358929,18.10049112,Hammarby sjöstad,1.5,37,"3,139",0,yes,no,,2770000,Korphoppsgatan 23
59.30358929,18.10049112,Hammarby sjöstad,3,97,"6,321",2,yes,,yes,7500000,Korphoppsgatan 23
59.30358929,18.10049112,Hammarby sjöstad,3,91,"6,063",4,yes,,,8100000,Korphoppsgatan 23
59.30404161,18.10053803,Hammarby sjöstad,2,68,"5,133",1,yes,no,yes,5750000,Korphoppsgatan 25
59.30362552,18.10169448,Hammarby sjöstad,3,84,"5,876",1,yes,,yes,7100000,Korphoppsgatan 26
59.3038383,18.1013153,Hammarby sjöstad,3,80.5,"5,706",0.5,yes,no,yes,6000000,Korphoppsgatan 30
59.3038383,18.1013153,Hammarby sjöstad,2,65.5,"4,889",6,yes,no,yes,5800000,Korphoppsgatan 30
59.30446546,18.10173312,Hammarby sjöstad,3,68.5,"5,018",5,yes,no,yes,5850000,Korphoppsgatan 33
59.30446546,18.10173312,Hammarby sjöstad,2,68.5,"5,018",,no,,,5850000,Korphoppsgatan 33
59.30446546,18.10173312,Hammarby sjöstad,3,90,"6,607",,no,,,11000000,Korphoppsgatan 33
59.34917494,18.06477272,Norra Djurgården,2,50,"2,205",3,yes,no,yes,4795000,Körsbärsvägen 10
59.34895485,18.06430301,Norra Djurgården,2,63,"4,200",2,yes,no,yes,5925000,Körsbärsvägen 12
59.34975221,18.06300841,Norra Djurgården,2,36,"2,129",1,no,,,3475000,Körsbärsvägen 20
59.34898326,18.06521281,Norra Djurgården,2,43.5,"2,988",1,yes,no,yes,3400000,Körsbärsvägen 6
59.34898326,18.06521281,Norra Djurgården,1,24,"2,037",4,yes,,yes,2750000,Körsbärsvägen 6
59.34898326,18.06521281,Norra Djurgården,2,38,"2,479",4,yes,no,yes,3350000,Körsbärsvägen 6
59.34898326,18.06521281,Norra Djurgården,2,43.5,,,no,,,3300000,Körsbärsvägen 6
59.348892,18.065432,Norra Djurgården,2,31,,,no,,,2750000,Körsbärsvägen 6B
59.35262027,18.09622864,Hjorthagen,2,40,"3,380",2,no,,,3215000,Krångedevägen 1
59.35262027,18.09622864,Hjorthagen,2,40,"3,380",3,no,,,3150000,Krångedevägen 1
59.35270463,18.09507627,Hjorthagen,2,40,"3,380",1,no,no,no,3050000,Krångedevägen 11
59.35277329,18.09413762,Hjorthagen,2,40,"3,380",3,no,,,3350000,Krångedevägen 19
59.35267083,18.09553821,Hjorthagen,2,40,"3,380",1,no,no,no,2900000,Krångedevägen 7
59.35267083,18.09553821,Hjorthagen,2,40,"3,380",3,no,no,no,3095000,Krångedevägen 7
59.35267083,18.09553821,Hjorthagen,3,40,"3,380",3,,no,no,3300000,Krångedevägen 7
59.33212282,18.00842582,Kristineberg,1,42,"3,311",1,yes,no,yes,3295000,Kristinebergs Slottsväg 1
59.33212282,18.00842582,Kristineberg,2,58,"4,159",5,yes,no,yes,4750000,Kristinebergs Slottsväg 1
59.33232,18.008265,Kristineberg,2,58,"4,159",2,yes,,yes,4650000,Kristinebergs Slottsväg 3
59.33232,18.008265,Kristineberg,2,58,"4,159",6,yes,no,yes,5150000,Kristinebergs Slottsväg 3
59.33744317,17.99955499,Kristineberg,3,52.5,"4,202",1,yes,,yes,5250000,Kristinebergs Strand 27
59.33726576,17.9990728,Kristineberg,2,35.5,"3,205",2,yes,,yes,3750000,Kristinebergs Strand 29
59.33763667,18.00008074,Kristineberg,3,70.5,"5,151",5,yes,,yes,8000000,Kristinebergs Strand 3
59.33708115,17.99857129,Kristineberg,2,55,"4,281",1,yes,,yes,5350000,Kristinebergs Strand 31
59.33689969,17.99807823,Kristineberg,3,93,"6,984",3,yes,no,yes,10000000,Kristinebergs Strand 33
59.33348962,18.01568245,Kristineberg,2,41,"2,713",2,no,no,no,3800000,Kristinebergsvägen 1
59.33348962,18.01568245,Kristineberg,2,36,"2,586",3,no,no,no,3610000,Kristinebergsvägen 1
59.33348962,18.01568245,Kristineberg,1,36,"2,586",4,no,,no,3100000,Kristinebergsvägen 1
59.33369349,18.01436135,Kristineberg,3,77.5,"3,832",,yes,no,yes,5250000,Kristinebergsvägen 10
59.333859,18.0140668,Kristineberg,3,78,,,no,,,6050000,Kristinebergsvägen 12
59.33367707,18.01410872,Kristineberg,1.5,42.5,"2,249",1,yes,,,3400000,Kristinebergsvägen 20
59.33367707,18.01410872,Kristineberg,3,83.5,"4,336",4,yes,no,yes,6500000,Kristinebergsvägen 20
59.33327048,18.0137329,Kristineberg,2,62,"3,347",3,,,,5620000,Kristinebergsvägen 32
59.33350936,18.01297976,Kristineberg,3,80.5,"4,084",2,yes,no,yes,7100000,Kristinebergsvägen 40
59.33309484,18.01492079,Kristineberg,2,40.5,"2,694",3,no,,,3900000,Kristinebergsvägen 5
59.33298009,18.0140179,Kristineberg,3,80.5,"3,955",2,yes,,yes,6200000,Kristinebergsvägen 50
59.33354619,18.01465055,Kristineberg,3,75.5,"3,775",2,yes,,yes,6170000,Kristinebergsvägen 6
59.33264169,18.01404663,Kristineberg,2,37.5,"2,348",2,no,no,no,3630000,Kristinebergsvägen 7
59.33264169,18.01404663,Kristineberg,2,37.5,"2,348",2,no,no,no,3700000,Kristinebergsvägen 7
59.31829956,18.04213128,Södermalm,2,35,"2,533",4,no,,yes,3270000,Kristinehovsgatan 5A
59.31829956,18.04213128,Södermalm,1.5,30,"2,398",5,no,,yes,3300000,Kristinehovsgatan 5A
59.31816401,18.04217856,Södermalm,1,30,"2,113",3,yes,no,no,3200000,Kristinehovsgatan 5B
59.33285249,18.03331223,Kungsholmen,3,83,"1,194",3,yes,,yes,8200000,Kronobergsgatan 15
59.33512408,18.03510852,Kungsholmen,2,43,"2,043",0,yes,no,yes,4600000,Kronobergsgatan 16
59.33512408,18.03510852,Kungsholmen,2,31,"1,568",0.5,yes,no,no,3415000,Kronobergsgatan 16
59.33512408,18.03510852,Kungsholmen,1.5,32,"1,568",2,yes,no,yes,3920000,Kronobergsgatan 16
59.33512408,18.03510852,Kungsholmen,2,48,"2,073",2,yes,no,yes,4720000,Kronobergsgatan 16
59.33512408,18.03510852,Kungsholmen,1,31,"1,568",3,yes,no,yes,3550000,Kronobergsgatan 16
59.33512408,18.03510852,Kungsholmen,2,35,"1,685",3,yes,,,3925000,Kronobergsgatan 16
59.33512408,18.03510852,Kungsholmen,1.5,35,"1,685",3,yes,,,4050000,Kronobergsgatan 16
59.33512408,18.03510852,Kungsholmen,1,42,"1,995",3,yes,,yes,3895000,Kronobergsgatan 16
59.33512408,18.03510852,Kungsholmen,1.5,35,"1,685",4,yes,no,no,4050000,Kronobergsgatan 16
59.33512408,18.03510852,Kungsholmen,2,42,"1,995",4,yes,no,no,4700000,Kronobergsgatan 16
59.33512408,18.03510852,Kungsholmen,1,26,"1,315",,yes,no,yes,2900000,Kronobergsgatan 16
59.3331767,18.03371925,Kungsholmen,2,52,"2,834",0.5,yes,no,no,5200000,Kronobergsgatan 17
59.33530973,18.03523385,Kungsholmen,1.5,34,"1,850",0.5,yes,,,3570000,Kronobergsgatan 18
59.33530973,18.03523385,Kungsholmen,3,84,"3,738",3,yes,,yes,7950000,Kronobergsgatan 18
59.33328807,18.03376895,Kungsholmen,1,30,,2,no,,,3350000,Kronobergsgatan 19
59.3355156,18.03535845,Kungsholmen,1,18,"1,758",1,yes,no,no,2700000,Kronobergsgatan 20
59.3355156,18.03535845,Kungsholmen,1,18,"1,758",2,yes,yes,no,2950000,Kronobergsgatan 20
59.3355156,18.03535845,Kungsholmen,1,19,"1,863",2,yes,yes,yes,2975000,Kronobergsgatan 20
59.3355156,18.03535845,Kungsholmen,1,19,"1,863",3,yes,yes,no,3000000,Kronobergsgatan 20
59.3355156,18.03535845,Kungsholmen,1,19,"1,863",4,yes,,yes,2950000,Kronobergsgatan 20
59.3355156,18.03535845,Kungsholmen,1,20,"1,969",4,no,,,2830000,Kronobergsgatan 20
59.3355156,18.03535845,Kungsholmen,1,19,"1,863",5,yes,no,yes,3200000,Kronobergsgatan 20
59.3355156,18.03535845,Kungsholmen,2,27,"2,812",6,yes,yes,yes,4300000,Kronobergsgatan 20
59.3355156,18.03535845,Kungsholmen,2,33,"3,338",6,yes,yes,yes,4250000,Kronobergsgatan 20
59.3355156,18.03535845,Kungsholmen,2,34,,,no,,,4500000,Kronobergsgatan 20
59.33357374,18.03323968,Kungsholmen,2,55,"1,805",2,no,no,yes,5850000,Kronobergsgatan 21A
59.33571579,18.03546813,Kungsholmen,2,59,"3,641",2,yes,,,5250000,Kronobergsgatan 22
59.33571579,18.03546813,Kungsholmen,3,59,"3,641",2,yes,no,no,6950000,Kronobergsgatan 22
59.33571579,18.03546813,Kungsholmen,3,70,"4,086",2,yes,no,yes,8350000,Kronobergsgatan 22
59.33571579,18.03546813,Kungsholmen,1.5,45,"2,495",,yes,no,no,4750000,Kronobergsgatan 22
59.33365,18.033289,Kungsholmen,3,66,,,no,,,7800000,Kronobergsgatan 23A
59.3358632,18.03554885,Kungsholmen,1.5,45,"1,854",2,yes,,,4650000,Kronobergsgatan 24
59.33366553,18.03400457,Kungsholmen,2,57,"3,302",2,yes,,,4800000,Kronobergsgatan 25
59.33366553,18.03400457,Kungsholmen,3,57,"3,137",2,yes,no,no,5000000,Kronobergsgatan 25
59.33366553,18.03400457,Kungsholmen,2,59,"3,545",3,yes,no,no,5150000,Kronobergsgatan 25
59.33366553,18.03400457,Kungsholmen,2,58,"3,701",4,yes,,,5000000,Kronobergsgatan 25
59.33366553,18.03400457,Kungsholmen,2,57,"4,087",5,yes,no,yes,5350000,Kronobergsgatan 25
59.3338472,18.03341359,Kungsholmen,2,58,"3,376",1,yes,,yes,4750000,Kronobergsgatan 25A
59.3338472,18.03341359,Kungsholmen,3,58,"3,388",1,yes,,,5100000,Kronobergsgatan 25A
59.3338472,18.03341359,Kungsholmen,2,58,"3,867",3,yes,,yes,5100000,Kronobergsgatan 25A
59.3360178,18.03563361,Kungsholmen,1.5,37,"1,662",0,yes,no,no,3495000,Kronobergsgatan 26
59.3360178,18.03563361,Kungsholmen,2,56,"3,012",4,yes,yes,yes,5950000,Kronobergsgatan 26
59.33617543,18.03571998,Kungsholmen,3,89,"5,918",1,yes,,yes,8750000,Kronobergsgatan 28
59.33617543,18.03571998,Kungsholmen,2,64,"4,207",1.5,yes,no,no,6600000,Kronobergsgatan 28
59.33617543,18.03571998,Kungsholmen,2,65,"4,370",2,yes,no,yes,6550000,Kronobergsgatan 28
59.33617543,18.03571998,Kungsholmen,2.5,68,"4,402",3,yes,no,yes,7250000,Kronobergsgatan 28
59.33617543,18.03571998,Kungsholmen,1,27,"1,877",4,yes,,,3050000,Kronobergsgatan 28
59.33563692,18.03513489,Kungsholmen,1.5,35,"2,613",2,yes,no,no,3375000,Kronobergsgatan 41
59.33563692,18.03513489,Kungsholmen,3,71,"3,182",2,yes,yes,yes,7500000,Kronobergsgatan 41
59.33563692,18.03513489,Kungsholmen,3,71,"3,182",2,yes,yes,yes,8415000,Kronobergsgatan 41
59.33376559,18.03430599,Kungsholmen,1,37,"1,408",1,yes,,,3400000,Kronobergsgatan 6
59.33376559,18.03430599,Kungsholmen,2,35,"1,408",4,yes,,,3600000,Kronobergsgatan 6
59.33376559,18.03430599,Kungsholmen,2,49,"1,943",4,yes,no,no,5900000,Kronobergsgatan 6
59.33376559,18.03430599,Kungsholmen,2,35,"1,506",5,yes,no,no,3970000,Kronobergsgatan 6
59.33376559,18.03430599,Kungsholmen,2,49,"2,040",5,yes,no,no,5900000,Kronobergsgatan 6
59.33376559,18.03430599,Kungsholmen,2,38,,,no,,,4150000,Kronobergsgatan 6
59.33153569,18.03281056,Kungsholmen,1,33,"1,602",4,yes,,,3630000,Kronobergsgatan 7
59.33153569,18.03281056,Kungsholmen,3,71,"3,349",5,yes,yes,yes,7300000,Kronobergsgatan 7
59.33153569,18.03281056,Kungsholmen,3,74,"3,334",,yes,,,7400000,Kronobergsgatan 7
59.33386481,18.03447117,Kungsholmen,2,67,"3,757",4,,no,yes,6150000,Kronobergsgatan 8
59.33386481,18.03447117,Kungsholmen,2,37,,,no,,,3950000,Kronobergsgatan 8
59.31772141,18.0585164,Södermalm,2,69,"3,223",1,yes,no,yes,5950000,Krukmakargatan 10
59.31772141,18.0585164,Södermalm,2,69,"3,223",3,yes,,yes,5950000,Krukmakargatan 10
59.31763145,18.05783514,Södermalm,3,73,"1,975",,yes,,yes,7200000,Krukmakargatan 14
59.31788711,18.05982787,Södermalm,2,53,"3,021",1,yes,,,5500000,Krukmakargatan 2
59.31788711,18.05982787,Södermalm,2,37,"2,254",5,yes,,,4250000,Krukmakargatan 2
59.317257,18.054827,Södermalm,3,85,,,,,,6600000,Krukmakargatan 24
59.31719883,18.05436717,Södermalm,1,40,"2,368",4,yes,,yes,3750000,Krukmakargatan 26
59.31719883,18.05436717,Södermalm,2.5,40,"2,368",4,yes,no,yes,4250000,Krukmakargatan 26
59.31719883,18.05436717,Södermalm,3,85,"5,033",4,yes,no,yes,8250000,Krukmakargatan 26
59.31719883,18.05436717,Södermalm,1.5,40,"2,368",5,yes,,yes,3800000,Krukmakargatan 26
59.31707363,18.05484552,Södermalm,1,27,"2,748",4,yes,,,2815000,Krukmakargatan 27
59.31699786,18.05421317,Södermalm,1,30,"2,237",0.5,yes,no,no,3250000,Krukmakargatan 31
59.31691751,18.0542318,Södermalm,2.5,70,"4,472",2,yes,,,6670000,Krukmakargatan 31A
59.31691751,18.0542318,Södermalm,2,48,"4,219",5,yes,,yes,6450000,Krukmakargatan 31A
59.31683142,18.05426183,Södermalm,1,34,"2,640",5,yes,no,no,3525000,Krukmakargatan 31B
59.31683142,18.05426183,Södermalm,2,44,"3,360",5,yes,no,no,5100000,Krukmakargatan 31B
59.31687828,18.05184358,Södermalm,1,35,"3,665",,no,,,3150000,Krukmakargatan 38
59.3160921,18.04791558,Södermalm,2,66,"3,822",1,yes,,yes,5750000,Krukmakargatan 45
59.31656,18.04933,Södermalm,2,43,759,1,no,no,no,4875000,Krukmakargatan 46
59.31651617,18.04897797,Södermalm,3,107,"6,369",4,yes,no,yes,12000000,Krukmakargatan 48
59.31581412,18.04796022,Södermalm,3,63,"3,010",2,yes,,yes,6300000,Krukmakargatan 49
59.31581412,18.04796022,Södermalm,3,63,"3,191",4,yes,no,yes,6465000,Krukmakargatan 49
59.31581412,18.04796022,Södermalm,3,74,,5,no,,,6525000,Krukmakargatan 49
59.316475,18.048634,Södermalm,3,87,"5,473",2,,,,9775000,Krukmakargatan 50
59.31587472,18.04690958,Södermalm,2,36,"2,331",1,no,,yes,3860000,Krukmakargatan 53
59.31587472,18.04690958,Södermalm,2,48,"3,124",3,no,,yes,5750000,Krukmakargatan 53
59.31587472,18.04690958,Södermalm,2,49,"3,124",3,no,no,yes,5600000,Krukmakargatan 53
59.31587472,18.04690958,Södermalm,2,30,"1,988",,no,no,no,3300000,Krukmakargatan 53
59.31615231,18.04728194,Södermalm,3,66,"3,343",2,yes,,yes,5900000,Krukmakargatan 54
59.31601358,18.04677203,Södermalm,2,66,"3,153",4,yes,,yes,5650000,Krukmakargatan 56
59.31601358,18.04677203,Södermalm,2,66,"3,153",5,no,no,yes,5700000,Krukmakargatan 56
59.31573372,18.04611187,Södermalm,1,36,"2,477",0.5,no,no,yes,3700000,Krukmakargatan 57
59.31573372,18.04611187,Södermalm,2,48,"3,124",2,no,,yes,5150000,Krukmakargatan 57
59.3159106,18.04557255,Södermalm,3,68,"3,249",1,yes,,yes,6950000,Krukmakargatan 60
59.31595041,18.04505469,Södermalm,2,39,"2,535",4,no,no,yes,4060000,Krukmakargatan 62
59.31579763,18.04507582,Södermalm,2,50,"3,124",2,no,no,yes,5750000,Krukmakargatan 63
59.31596716,18.04479463,Södermalm,3,61,"3,595",2,no,no,yes,6800000,Krukmakargatan 64
59.31596799,18.04327551,Södermalm,3,54,"2,498",2,yes,no,no,4370000,Krukmakargatan 73
59.3302603,18.05138198,Kungsholmen,1,27,"3,011",1,yes,no,yes,2700000,Kungsbro Strand 17
59.3302603,18.05138198,Kungsholmen,2,39,"4,215",2,yes,no,yes,3950000,Kungsbro Strand 17
59.3302603,18.05138198,Kungsholmen,1.5,40,"4,259",3,yes,no,yes,4700000,Kungsbro Strand 17
59.3302603,18.05138198,Kungsholmen,2,46,"5,144",7,yes,,yes,5700000,Kungsbro Strand 17
59.33055049,18.05103639,Kungsholmen,2,41,"4,389",4,yes,,yes,4100000,Kungsbro Strand 19
59.33055049,18.05103639,Kungsholmen,2,38,"4,128",5,yes,,yes,3950000,Kungsbro Strand 19
59.33055049,18.05103639,Kungsholmen,2,51.5,"5,304",6,yes,no,yes,5050000,Kungsbro Strand 19
59.33055049,18.05103639,Kungsholmen,2,42,"4,635",7,yes,,yes,4400000,Kungsbro Strand 19
59.3308405,18.05062614,Kungsholmen,2,37.5,"4,085",1,yes,no,no,3500000,Kungsbro Strand 21
59.3308405,18.05062614,Kungsholmen,2,41,"4,289",1,yes,no,no,3725000,Kungsbro Strand 21
59.3308405,18.05062614,Kungsholmen,2,42,"4,317",1,yes,no,no,3795000,Kungsbro Strand 21
59.3308405,18.05062614,Kungsholmen,2,43.5,"4,607",1,yes,no,yes,3800000,Kungsbro Strand 21
